content,style,mask_num,mask_area,mask_ratio,gray_range,gray_range_masked,gray_average,gray_average_masked,gray_std,gray_std_masked,gray_skew,gray_skew_masked,gray_kurt,gray_kurt_masked,gray_emd,color_sliced_emd,gray_range_style,gray_range_result_stm,gray_range_result_pc,gray_average_style,gray_average_result_stm,gray_average_result_pc,gray_std_style,gray_std_result_stm,gray_std_result_pc,gray_emd_result_stm,gray_emd_result_pc,color_sliced_emd_result_stm,color_sliced_emd_result_pc,style_loss_stm,style_loss_pc,preferred
sa_1.json,style-2.jpg,52,94493,0.0305802588996763,0.9999,0.9442062778294084,0.5519534489055731,0.3321821937491792,0.2194397257986226,0.1809039223382688,-0.0639229467132334,0.3783834754574035,-0.863793621400621,-0.5803953685670686,0.2197712551563936,0.3321139317067768,0.5980819515377283,0.8541206577971576,0.7754954329431056,0.6585002815501232,0.5889245650974787,0.692248183069531,0.1580411670649967,0.1689158035628484,0.1411624293667872,0.0744624200390336,0.0419011100847776,0.1043951595283806,0.1193984074887121,1094.9359130859375,703.6345825195312,partialconv
sa_2.json,style-1.jpg,63,359568,0.1065386666666666,0.9113145076341926,0.6908584371201694,0.5385903260755985,0.4671070356698182,0.1455465714048312,0.0723163040069528,-0.2249006752861224,-0.8543674535664514,0.0234099393384514,1.3808369352956298,0.0824750495824849,0.170264158853538,0.9694666661676018,0.943002215948142,0.9808523986682296,0.92449264123038,0.7200814225598036,0.9185180342078852,0.2134678193922232,0.1962143114814063,0.1628688446046444,0.206131446577098,0.0463718168025583,0.2624675660947434,0.0766189335572199,911.4308471679688,213.2955017089844,partialconv
sa_3.json,style-10.jpg,85,1313042,0.3892224692455906,0.9999,0.6167545028418302,0.6207000063002126,0.8264571390283566,0.2506347566243463,0.0102421539321354,-0.8705947193260445,-2.7352435961558896,-0.7209122021107905,70.2189508348405,0.2072566010317271,0.3709699735324049,0.9981117648124694,0.8693427174631505,0.9999,0.625837718281262,0.8116778100388202,0.6714502958705794,0.2793535238428665,0.0224230094131178,0.1165189849355794,0.2225562941873772,0.1373513465702698,0.3445542223407765,0.1987123163269262,494.338623046875,184.91116333007807,partialconv
sa_4.json,style-1.jpg,81,171529,0.0508234074074074,0.9334756902337074,0.6890149064406752,0.566704341469911,0.5711677121858407,0.2766943045357764,0.0245491929570749,-0.2538179810790347,-2.0459160950135,-1.4803008541709477,24.70210271567576,0.2321033016624402,0.247882757089917,0.9694666661676018,0.8680162123456596,0.9987006049096584,0.92449264123038,0.9879106741653424,0.97151392250091,0.2134678193922232,0.0671455778995299,0.114596752407168,0.0634180329349625,0.0473530646215362,0.170296574708117,0.1474952738897519,64.90281677246094,57.094085693359375,same
sa_5.json,style-6.jpg,8,2297012,0.6805961481481482,0.9768380397652277,0.9768380397652277,0.437255579147856,0.2677861921310367,0.3317827779739618,0.2321958557622397,0.3831480034033351,1.2476639657421336,-1.4058500139841823,0.6522243615776495,0.1694694282826009,0.2098693778786833,0.9821866675832772,0.9999,0.9999,0.4173006780025664,0.3354815944346442,0.4303744919319582,0.276173750874442,0.2132677853942643,0.2499909131147153,0.0924630027544725,0.0340247626647218,0.1119880510697538,0.0444986902430751,591.556884765625,604.036376953125,same
sa_6.json,style-7.jpg,81,199354,0.0589630286897367,0.9492694110576062,0.187600380975008,0.6926301263551764,0.8079768132898829,0.2234147453673012,0.01876019965536,-1.342193411215108,0.0493889808670635,0.2279435268934442,-0.2319189651580684,0.1291057829778511,0.2412021626375575,0.7847635400079189,0.5462116158008575,0.7768293566167354,0.2458797956941658,0.2130948376231777,0.2300443511599699,0.1428122789763979,0.0772794639636342,0.1127739811654744,0.0568768409042951,0.030100537898567,0.0907795737920177,0.0487444293688158,642.789306640625,461.745849609375,partialconv
sa_7.json,style-0.jpg,76,115632,0.038544,0.9999,0.9999,0.3959514721613792,0.4299022556846173,0.2621171882836438,0.2206657346232854,0.7396216573035493,0.1721989464979823,-0.7769404203918655,-1.1876274202013677,0.0678045520314726,0.1028504766923801,0.9945352944374084,0.9999,0.9999,0.3885002661034735,0.4415393909653997,0.3838480571726951,0.2692744527020367,0.2930457535957549,0.2737422804580844,0.0544498623509285,0.0143411563052077,0.1386699912783308,0.0585416903135595,1554.239013671875,266.6564025878906,partialconv
sa_8.json,style-10.jpg,85,347,0.0001028148148148,0.9999,0.8476502036251128,0.3709513848375956,0.4938863019390463,0.1802856091293821,0.2003167382877755,0.2813680874535894,-0.6398974169938452,-0.5093273357912791,-0.5972624479793125,0.1237980549162039,0.15919292370634,0.9981117648124694,0.9394887121092528,0.905498416710645,0.625837718281262,0.5987493560435551,0.4951295104824091,0.2793535238428665,0.2317223568263369,0.2323824313830878,0.0579914741548987,0.1465667271156551,0.0703750009273104,0.1660592530836295,4260.1982421875,2591.943603515625,same
sa_9.json,style-5.jpg,63,5782,0.0017131851851851,0.9999,0.929083141475916,0.457727214224464,0.2207252320810483,0.2506162659239812,0.1650846266727627,-0.0579099150478803,1.491980898694587,-1.0184751271531078,2.099338408282396,0.2370019821434156,0.2632245952355709,0.9999,0.9970313642263412,0.8657284670054912,0.2578749009369661,0.2038616642259966,0.2128182196275719,0.2575902389592983,0.1939481727193467,0.1849878909354828,0.0580191836816384,0.0491658353968879,0.104818392389029,0.1045395201725009,612.26416015625,566.3519897460938,same
sa_10.json,style-4.jpg,63,472480,0.1574933333333333,0.9952113728284836,0.9895866669298616,0.2908736908825903,0.5779315031654976,0.2909938537323074,0.3449406192455271,1.3718568628299854,-0.1980257883906937,0.4957479445077748,-1.4384049726324757,0.2870578137610773,0.3574755114693036,0.9011031356938182,0.9999,0.9999,0.7436929903035654,0.7559206214145344,0.7238765301051387,0.2308190658703375,0.2728292996329575,0.2581239206940171,0.0790532632574743,0.0665213700328281,0.0962125345069379,0.096049170624467,404.26702880859375,353.18017578125,same
sa_11.json,style-6.jpg,29,98588,0.0292112592592592,0.9848737250140868,0.8555729466108605,0.5062137262452878,0.2031682566442908,0.224406278897817,0.1066675249247331,0.0783791857776845,2.477438613465212,-1.128528653797784,8.394138766596242,0.3030459699935815,0.3550695623363311,0.9821866675832772,0.7610117377161979,0.9846789638042448,0.4173006780025664,0.1589155071307111,0.2510971115985173,0.276173750874442,0.1190224659576436,0.1770509555503156,0.2583851708718551,0.1717324781909651,0.2843312539258935,0.2109962246983767,792.2269897460938,602.1239013671875,partialconv
sa_12.json,style-9.jpg,99,173059,0.0576863333333333,0.9999,0.994982353234291,0.4399265666633461,0.3075614981226026,0.2696669660533803,0.1272446362202113,0.49065066237425,1.6192043920641537,-0.6815598354218726,3.04295898518476,0.1630553849473341,0.2064807557680223,0.8556286323253064,0.9705306635141372,0.9999,0.2240351348293953,0.1819266452683531,0.2331054018510484,0.1390154344024494,0.0862693937823898,0.1190380547444832,0.049785195717812,0.0257158238930004,0.0715839432897844,0.0298010997755567,282.833740234375,137.04556274414062,partialconv
